sample_accession,sample_description,tax_id,age,altitude,assembly_quality,assembly_software,binning_software,bio_material,broad_scale_environmental_context,broker_name,cell_line,cell_type,center_name,checklist,collected_by,collection_date,collection_date_end,collection_date_start,completeness_score,contamination_score,country,cultivar,culture_collection,datahub,depth,description,dev_stage,disease,ecotype,elevation,environment_biome,environment_feature,environment_material,environmental_medium,environmental_sample,experimental_factor,first_public,germline,host,host_body_site,host_genotype,host_gravidity,host_growth_conditions,host_phenotype,host_scientific_name,host_sex,host_status,host_tax_id,identified_by,investigation_type,isolate,isolation_source,keywords,last_updated,lat,local_environmental_context,location,location_end,location_start,lon,marine_region,mating_type,ncbi_reporting_standard,ph,project_name,protocol_label,related_sample_accession,salinity,sample_alias,sample_capture_status,sample_collection,sample_material,sample_title,sampling_campaign,sampling_platform,sampling_site,scientific_name,secondary_sample_accession,sequencing_method,serotype,serovar,sex,specimen_voucher,status,strain,study_accession,sub_species,sub_strain,submission_accession,submission_tool,submitted_host_sex,tag,target_gene,tax_lineage,taxonomic_classification,taxonomic_identity_marker,temperature,tissue_lib,tissue_type,variety
SAMN37005461,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,13_2_4_1,,,2024-08-25,,,,,,,,,Plant,,,,,,G15,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667471,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005168,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,83_1_5_5,,,2024-08-25,,,,,,,,,Plant,,,,,,C93,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667939,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005169,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,124_1_1_1,,,2024-08-25,,,,,,,,,Plant,,,,,,C94,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667942,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005462,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,158_2_3_4,,,2024-08-25,,,,,,,,,Plant,,,,,,G16,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667472,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005170,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,124_1_1_8,,,2024-08-25,,,,,,,,,Plant,,,,,,C95,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667562,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005464,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,158_2_5_7,,,2024-08-25,,,,,,,,,Plant,,,,,,G18,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667474,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005171,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,124_1_3_7,,,2024-08-25,,,,,,,,,Plant,,,,,,C96,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667564,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005172,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,141_1_1_1,,,2024-08-25,,,,,,,,,Plant,,,,,,D1,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667565,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005465,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,116_2_1_3,,,2024-08-25,,,,,,,,,Plant,,,,,,G19,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667473,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005173,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,40_1_1_2,,,2024-08-25,,,,,,,,,Plant,,,,,,D10,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667566,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005479,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,92_3_2_1,,,2024-08-25,,,,,,,,,Plant,,,,,,G31,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667490,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005174,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,40_1_2_5,,,2024-08-25,,,,,,,,,Plant,,,,,,D11,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667568,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005178,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,20_2_4_4,,,2024-08-25,,,,,,,,,Plant,,,,,,D15,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667572,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005480,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,92_3_2_3,,,2024-08-25,,,,,,,,,Plant,,,,,,G32,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667491,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005180,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,39_2_1_6,,,2024-08-25,,,,,,,,,Plant,,,,,,D17,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667573,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005481,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,61_3_1_8,,,2024-08-25,,,,,,,,,Plant,,,,,,G34,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667492,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005189,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,130_2_1_10,,,2024-08-25,,,,,,,,,Plant,,,,,,D25,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667585,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005484,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,66_3_1_2,,,2024-08-25,,,,,,,,,Plant,,,,,,G37,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667496,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005193,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,67_2_2_3,,,2024-08-25,,,,,,,,,Plant,,,,,,D29,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667590,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005492,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,74_3_2_4,,,2024-08-25,,,,,,,,,Plant,,,,,,G44,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667842,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005200,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,120_2_2_4,,,2024-08-25,,,,,,,,,Plant,,,,,,D35,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667319,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005494,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,7_3_1_1,,,2024-08-25,,,,,,,,,Plant,,,,,,G46,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667850,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005201,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,120_2_3_10,,,2024-08-25,,,,,,,,,Plant,,,,,,D36,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667320,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005495,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,7_3_2_1,,,2024-08-25,,,,,,,,,Plant,,,,,,G47,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667845,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005205,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,23_1_2_1,,,2024-08-25,,,,,,,,,Plant,,,,,,D4,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667324,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005497,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,39_3_2_8,,,2024-08-25,,,,,,,,,Plant,,,,,,G49,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667846,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005500,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,39_3_5_2,,,2024-08-25,,,,,,,,,Plant,,,,,,G51,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667852,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005207,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,48_2_2_2,,,2024-08-25,,,,,,,,,Plant,,,,,,D41,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667326,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005501,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,75_3_1_1,,,2024-08-25,,,,,,,,,Plant,,,,,,G52,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667853,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005208,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,48_2_3_4,,,2024-08-25,,,,,,,,,Plant,,,,,,D42,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667328,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005502,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,75_3_1_5,,,2024-08-25,,,,,,,,,Plant,,,,,,G53,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667854,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005214,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,150_2_5_6,,,2024-08-25,,,,,,,,,Plant,,,,,,D48,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667334,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
SAMN37005508,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,28930,28,,,,,,,NCBI,,,Thuenen Institute,,,2021-05/2021-06,2021-06-30,2021-04-30,,,Germany: Schaedtbek,,,,,Individual tree from provenance trial. Isolate indicates the specific tree of each of 100 populations,,,,,,,,,,,2024-08-25,,,,,,,,,,,,,,53_3_2_6,,,2024-08-25,,,,,,,,,Plant,,,,,,G59,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS18667859,,,,,,public,,PRJNA1005581,,,SRA1693725,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,leaf,
